price,cost,sales,profit_margin,inventory,discount_percentage,delivery_days,category,material,color,location,season,store_type,brand,revenue,Profit,Profit_Status,Profit_Margin_%,Revenue_per_Sale,Revenue_per_Inventory,Unit_Cost,Is_High_Value,Price_Category
175.3656526,140.1791902,8,20.06462601,53,1.095611381,5,Chair,Plastic,White,Rural,Fall,Retail,BrandC,4594.653456,4454.474266,Profit,96.94908024,574.3316821,86.69157465,17.52239878,Yes,Medium
129.6547179,112.2575786,31,13.41805345,13,18.60865958,3,Table,Metal,Green,Urban,Winter,Online,BrandB,2534.114559,2421.856981,Profit,95.57014587,81.74563094,194.9318892,3.621212212,Yes,Medium
89.91614019,60.56826635,34,32.63916109,35,8.82881322,8,Bed,Glass,Red,Rural,Fall,Retail,BrandD,3925.090226,3864.52196,Profit,98.45689493,115.4438302,112.145435,1.781419598,Yes,Low
104.286142,62.93508662,7,39.65153431,104,2.593372595,1,Chair,Metal,White,Suburban,Winter,Retail,BrandB,-5705.141539,-5768.076626,Loss,101.1031293,-815.0202199,-54.85713019,8.99072666,No,Medium
257.3504456,173.3927779,36,32.62386724,81,22.78286115,3,Table,Plastic,Brown,Urban,Winter,Retail,BrandB,2598.516002,2425.123224,Profit,93.3272384,72.18100005,32.08044447,4.816466053,Yes,Medium
142.8501733,112.7629451,18,21.06208729,66,9.421320091,7,Chair,Metal,Blue,Suburban,Spring,Online,BrandA,10482.14732,10369.38438,Profit,98.92423812,582.3415179,158.820414,6.264608061,Yes,Medium
213.9214375,107.7354704,38,49.63783354,9,13.78798649,4,Bed,Wood,White,Suburban,Summer,Retail,BrandD,3718.157931,3610.42246,Profit,97.10245039,97.84626134,413.128659,2.835143959,Yes,Medium
276.5377719,203.4714031,9,26.42184042,48,7.104387824,7,Sofa,Metal,Red,Rural,Fall,Retail,BrandA,1295.560579,1092.089176,Profit,84.29472104,143.9511755,26.9908454,22.60793368,Yes,Medium
360.6776729,268.8190835,9,25.4683326,110,18.81951235,5,Chair,Wood,Brown,Urban,Winter,Online,BrandC,3822.014071,3553.194987,Profit,92.96655955,424.6682301,34.74558246,29.86878706,Yes,Medium
67.69046293,51.11139652,46,24.49247012,64,9.044652461,6,Bed,Metal,White,Urban,Summer,Online,BrandC,-2517.671882,-2568.783279,Loss,102.0301055,-54.73199744,-39.33862316,1.111117316,No,Low
409.7346795,244.5332755,8,40.3191168,56,29.04062884,7,Desk,Wood,Blue,Rural,Winter,Retail,BrandB,9089.960445,8845.427169,Profit,97.30985325,1136.245056,162.3207222,30.56665944,Yes,High
332.5551753,261.2623591,35,21.43789106,26,21.08842646,7,Table,Wood,Red,Rural,Summer,Online,BrandB,9222.373132,8961.110773,Profit,97.16708102,263.4963752,354.7066589,7.46463883,Yes,Medium
86.79156438,46.56858622,18,46.34434055,112,4.101668291,7,Bed,Metal,Green,Suburban,Winter,Online,BrandA,316.09677,269.5281838,Profit,85.26761719,17.56093167,2.82229259,2.587143679,No,Low
443.1103808,256.8746923,5,42.02918654,132,12.50084519,7,Desk,Fabric,Green,Urban,Fall,Online,BrandA,7279.155633,7022.280941,Profit,96.47109218,1455.831127,55.14511843,51.37493846,Yes,High
464.3925802,395.1925217,14,14.90119813,70,11.56263299,7,Chair,Glass,Black,Urban,Spring,Online,BrandB,10308.75172,9913.559198,Profit,96.16643671,736.3394085,147.2678817,28.22803727,Yes,High
77.48508193,61.63855051,28,20.45107397,82,16.02741332,3,Chair,Glass,White,Rural,Spring,Online,BrandD,11656.80878,11595.17023,Profit,99.47122277,416.3145994,142.1562047,2.201376804,Yes,Low
174.5949417,88.25743251,30,49.45017784,56,25.25792023,3,Desk,Glass,Blue,Rural,Spring,Retail,BrandB,1729.715255,1641.457823,Profit,94.89757449,57.65717518,30.88777242,2.941914417,Yes,Medium
412.7905759,247.4062398,4,40.06494959,119,17.50266046,7,Desk,Wood,White,Rural,Winter,Online,BrandD,12328.55249,12081.14625,Profit,97.99322556,3082.138122,103.6012814,61.85155994,Yes,High
386.7168607,226.5242711,39,41.42374068,92,1.846700328,2,Table,Glass,Red,Urban,Summer,Retail,BrandA,18034.14031,17807.61604,Profit,98.74391422,462.4138541,196.0232642,5.808314645,Yes,Medium
133.0344587,80.92785866,20,39.16774688,14,19.6624709,2,Chair,Wood,Black,Urban,Fall,Retail,BrandC,10589.54915,10508.6213,Profit,99.23577616,529.4774577,756.3963682,4.046392933,Yes,Medium
144.2071955,86.38355783,25,40.09760919,110,0.247958938,3,Desk,Fabric,Blue,Suburban,Fall,Retail,BrandC,8525.260073,8438.876516,Profit,98.98673405,341.0104029,77.5023643,3.455342313,Yes,Medium
216.7124463,113.7763137,28,47.49894817,100,23.39881382,4,Sofa,Metal,White,Rural,Winter,Online,BrandA,1438.215657,1324.439343,Profit,92.08906445,51.36484488,14.38215657,4.063439776,Yes,Medium
268.0353433,183.2225832,12,31.64237934,118,19.99908217,6,Sofa,Metal,Blue,Suburban,Spring,Retail,BrandA,-1595.376963,-1778.599546,Loss,111.484595,-132.9480802,-13.52014375,15.2685486,No,Medium
328.2146472,260.3048672,2,20.69066101,75,9.263569751,8,Desk,Wood,Red,Urban,Winter,Online,BrandC,-8424.99309,-8685.297957,Loss,103.0896745,-4212.496545,-112.3332412,130.1524336,No,Medium
216.0111378,160.429893,43,25.73073101,157,8.773254138,7,Table,Wood,Black,Suburban,Summer,Retail,BrandD,-1579.313578,-1739.743471,Loss,110.1582039,-36.72822274,-10.05932215,3.730927744,No,Medium
258.1406223,198.5485156,14,23.08513326,19,23.9481899,4,Chair,Fabric,Blue,Suburban,Spring,Retail,BrandA,-312.8402048,-511.3887204,Loss,163.4664319,-22.34572891,-16.46527394,14.18203683,No,Medium
386.3619222,205.7221421,22,46.75403286,164,23.50010076,2,Sofa,Glass,Red,Suburban,Winter,Retail,BrandD,12837.48758,12631.76544,Profit,98.39748907,583.5221627,78.27736328,9.35100646,Yes,Medium
66.5074413,58.56620567,31,11.94037159,130,10.56907063,2,Desk,Fabric,Green,Rural,Summer,Online,BrandD,-646.8108926,-705.3770983,Loss,109.0546103,-20.8648675,-4.975468404,1.889232441,No,Low
163.596625,136.6680861,23,16.46032665,72,8.968431842,4,Desk,Metal,Blue,Urban,Spring,Retail,BrandC,43.12575204,-93.54233407,Loss,-216.9059776,1.875032697,0.598968778,5.9420907,No,Medium
371.0073136,304.9814153,48,17.79638726,121,16.79474367,6,Bed,Metal,Black,Rural,Fall,Online,BrandD,18315.66553,18010.68411,Profit,98.33486031,381.5763652,151.3691366,6.353779486,Yes,Medium
452.843077,375.4945459,20,17.0806478,40,0.2509698,3,Desk,Glass,Brown,Suburban,Summer,Online,BrandC,4726.465711,4350.971165,Profit,92.0554899,236.3232856,118.1616428,18.7747273,Yes,High
280.254849,244.6860815,38,12.69157967,166,2.48001114,6,Table,Metal,Brown,Rural,Fall,Online,BrandA,19588.39649,19343.71041,Profit,98.75086212,515.4841183,118.0023885,6.439107408,Yes,Medium
289.4510684,207.739491,4,28.22984136,153,3.785087704,5,Sofa,Wood,Blue,Urban,Summer,Retail,BrandB,-194.3570749,-402.0965659,Loss,206.8854792,-48.58926874,-1.270307679,51.93487274,No,Medium
98.2274051,56.98297571,15,41.98871929,129,5.562354535,5,Bed,Metal,Blue,Urban,Spring,Retail,BrandB,6044.897898,5987.914923,Profit,99.05733766,402.9931932,46.85967363,3.798865048,Yes,Low
251.3355651,187.6756452,24,25.32865569,22,15.3605438,2,Sofa,Plastic,Red,Suburban,Winter,Retail,BrandB,4105.160304,3917.484659,Profit,95.42829923,171.048346,186.5981956,7.819818549,Yes,Medium
289.6777699,230.9173867,25,20.28474025,22,29.76725745,8,Sofa,Glass,White,Suburban,Winter,Retail,BrandB,5209.101771,4978.184384,Profit,95.56704021,208.3640708,236.7773532,9.236695468,Yes,Medium
159.1117266,126.5203875,1,20.48330427,143,19.57840205,5,Table,Glass,Brown,Rural,Winter,Online,BrandB,5763.389321,5636.868933,Profit,97.80475723,5763.389321,40.30342182,126.5203875,Yes,Medium
171.1594539,121.2800991,7,29.14203903,8,1.838963833,2,Desk,Glass,White,Urban,Winter,Retail,BrandB,2322.835391,2201.555292,Profit,94.77879063,331.8336273,290.3544239,17.32572844,Yes,Medium
219.7778734,115.9072214,31,47.26165123,12,15.76738122,7,Table,Plastic,Brown,Urban,Summer,Online,BrandD,13207.83615,13091.92892,Profit,99.12243595,426.0592305,1100.653012,3.738942626,Yes,Medium
59.032039,38.27904088,12,35.15548246,155,14.89935637,9,Desk,Fabric,Blue,Rural,Winter,Online,BrandD,-3313.579152,-3351.858193,Loss,101.1552173,-276.131596,-21.37793002,3.189920073,No,Low
194.9356245,169.2638978,42,13.16933566,154,4.325034475,9,Bed,Wood,Black,Urban,Winter,Retail,BrandB,1338.04543,1168.781532,Profit,87.34991398,31.85822452,8.688606687,4.030092805,Yes,Medium
145.1516031,106.5092801,5,26.62204361,50,27.60817106,1,Table,Glass,Black,Suburban,Summer,Retail,BrandA,-8221.241913,-8327.751193,Loss,101.2955376,-1644.248383,-164.4248383,21.30185601,No,Medium
197.3738085,141.1879546,44,28.46672227,63,13.22295743,7,Table,Metal,Brown,Suburban,Summer,Online,BrandA,13810.93541,13669.74746,Profit,98.97770896,313.8848957,219.221197,3.20881715,Yes,Medium
103.8929593,63.11927455,42,39.24585942,51,29.83677422,9,Chair,Wood,Brown,Rural,Spring,Online,BrandD,7569.517614,7506.39834,Profit,99.16613875,180.2266099,148.421914,1.50283987,Yes,Medium
450.7372763,291.7981032,38,35.2620432,37,12.60216886,6,Table,Metal,Red,Rural,Summer,Retail,BrandD,13641.32529,13349.52719,Profit,97.86092556,358.9822445,368.6844674,7.678897453,Yes,High
317.1166041,272.1299466,12,14.18615643,99,18.23873108,1,Chair,Wood,Blue,Rural,Fall,Retail,BrandB,4605.119274,4332.989327,Profit,94.09070796,383.7599395,46.5163563,22.67749555,Yes,Medium
355.5960436,272.594671,39,23.3414781,192,3.142876094,2,Desk,Wood,Blue,Suburban,Spring,Retail,BrandA,18779.6003,18507.00563,Profit,98.54845329,481.5282128,97.81041823,6.989606948,Yes,Medium
405.1270574,330.1602444,18,18.50451893,145,13.62683471,4,Desk,Metal,White,Rural,Spring,Online,BrandC,5347.418596,5017.258351,Profit,93.82580139,297.0788109,36.87874894,18.3422358,Yes,High
274.2989895,187.0000909,2,31.82618308,190,7.16297682,4,Desk,Metal,Red,Urban,Winter,Online,BrandB,-8290.961868,-8477.961959,Loss,102.2554692,-4145.480934,-43.63664141,93.50004547,No,Medium
89.11412964,67.02263779,10,24.79011122,50,25.06694396,2,Chair,Wood,Green,Rural,Winter,Retail,BrandD,-8068.767436,-8135.790074,Loss,100.8306428,-806.8767436,-161.3753487,6.702263779,No,Low
291.6979438,174.8301671,15,40.06465565,136,23.51758755,8,Desk,Glass,Black,Urban,Fall,Online,BrandD,-2126.868328,-2301.698495,Loss,108.2200748,-141.7912219,-15.63873771,11.65534447,No,Medium
314.0785031,245.6672842,30,21.78156679,140,24.72539999,2,Sofa,Metal,Black,Suburban,Winter,Online,BrandD,7603.662655,7357.995371,Profit,96.7690928,253.4554218,54.31187611,8.188909473,Yes,Medium
385.4477634,258.6510728,44,32.89594665,167,21.70828313,3,Table,Plastic,Blue,Urban,Summer,Online,BrandC,8569.917535,8311.266462,Profit,96.98187209,194.7708531,51.31687147,5.878433472,Yes,Medium
244.2467958,165.3595275,17,32.29817941,54,24.98049671,4,Chair,Plastic,Red,Urban,Summer,Online,BrandA,8282.392925,8117.033398,Profit,98.00348125,487.1995838,153.3776468,9.727031029,Yes,Medium
107.4111363,81.6033476,4,24.02710702,108,6.024862505,9,Desk,Wood,Green,Urban,Winter,Retail,BrandD,-5964.235953,-6045.839301,Loss,101.3682113,-1491.058988,-55.22440697,20.4008369,No,Medium
177.6991576,155.4000899,7,12.54877514,170,13.5613133,1,Sofa,Fabric,Black,Suburban,Winter,Online,BrandB,-2392.109415,-2547.509505,Loss,106.4963621,-341.7299164,-14.07123185,22.20001284,No,Medium
213.3870334,112.1567665,41,47.43974614,43,20.7554064,8,Table,Wood,Red,Urban,Summer,Retail,BrandC,-2173.745862,-2285.902629,Loss,105.159608,-53.01819176,-50.55222936,2.735530889,No,Medium
340.6627586,282.7151018,31,17.01027051,109,19.12177494,5,Table,Wood,Green,Urban,Spring,Retail,BrandA,6315.22321,6032.508108,Profit,95.52327618,203.7168777,57.93782761,9.119841995,Yes,Medium
306.8502371,189.3122493,39,38.30467558,195,21.49063449,7,Desk,Glass,Brown,Rural,Fall,Online,BrandB,9430.947639,9241.63539,Profit,97.99264871,241.8191702,48.36383405,4.854160237,Yes,Medium
210.2435267,142.45424,34,32.24322182,160,6.727751495,8,Sofa,Glass,Blue,Rural,Fall,Retail,BrandB,12056.15432,11913.70008,Profit,98.81841061,354.5927741,75.35096449,4.189830588,Yes,Medium
493.931862,251.2954075,6,49.12346685,151,2.953041271,5,Chair,Fabric,White,Rural,Spring,Retail,BrandC,3475.997021,3224.701613,Profit,92.7705517,579.3328368,23.01984782,41.88256792,Yes,High
322.5986687,200.1461599,38,37.95815689,163,27.50419734,8,Desk,Fabric,Black,Urban,Fall,Retail,BrandC,12591.58041,12391.43425,Profit,98.41047626,331.3573792,77.24895957,5.267004209,Yes,Medium
156.7520563,109.8914205,45,29.89475029,127,16.80515687,8,Table,Fabric,Black,Urban,Winter,Online,BrandC,10893.99935,10784.10793,Profit,98.9912665,242.0888745,85.77952246,2.442031566,Yes,Medium
95.80211268,50.0537711,34,47.75295691,104,4.614777735,9,Table,Fabric,Green,Suburban,Winter,Retail,BrandD,5068.32975,5018.275979,Profit,99.01242079,149.0685221,48.73393991,1.472169738,Yes,Low
118.7866126,82.72754559,44,30.35617082,9,23.80309746,2,Table,Fabric,White,Urban,Winter,Online,BrandA,-500.5429608,-583.2705064,Loss,116.5275615,-11.37597638,-55.61588454,1.880171491,No,Medium
160.6809778,139.9281058,15,12.91557485,99,27.4478981,3,Desk,Wood,Brown,Urban,Fall,Retail,BrandD,3771.681576,3631.75347,Profit,96.29003395,251.4454384,38.0977937,9.328540388,Yes,Medium
122.306618,66.30942421,14,45.78427128,147,5.086905557,1,Bed,Wood,Red,Suburban,Spring,Retail,BrandC,9064.211683,8997.902259,Profit,99.26844797,647.4436916,61.66130397,4.736387443,Yes,Medium
133.9551608,107.9378927,6,19.42237088,108,24.52237366,4,Bed,Plastic,Blue,Urban,Winter,Retail,BrandC,-968.0687444,-1076.006637,Loss,111.1498169,-161.3447907,-8.963599485,17.98964878,No,Medium
178.2928259,118.3629769,37,33.61315786,107,27.99675184,5,Bed,Plastic,Red,Suburban,Spring,Retail,BrandC,7523.189854,7404.826877,Profit,98.42669161,203.3294555,70.31018555,3.198999375,Yes,Medium
128.0181179,97.55870127,32,23.79305142,139,28.15084801,1,Sofa,Metal,Green,Suburban,Summer,Online,BrandD,5587.526996,5489.968294,Profit,98.25399141,174.6102186,40.19803594,3.048709415,Yes,Medium
453.5444411,273.9837655,3,39.59053608,189,27.42469385,8,Desk,Wood,Black,Rural,Summer,Retail,BrandB,-857.3994576,-1131.383223,Loss,131.9552063,-285.7998192,-4.536505067,91.32792183,No,High
86.10518555,48.54583712,3,43.6203095,145,16.39263037,2,Table,Fabric,Brown,Urban,Summer,Retail,BrandC,4902.616204,4854.070367,Profit,99.00979732,1634.205401,33.81114624,16.18194571,Yes,Low
286.0301253,161.3739193,22,43.58149543,93,10.68633952,1,Sofa,Metal,Black,Rural,Fall,Retail,BrandD,3696.749326,3535.375407,Profit,95.63470755,168.0340603,39.74999275,7.335178151,Yes,Medium
234.6785721,123.9564657,22,47.18032217,62,0.218184231,2,Bed,Glass,Red,Urban,Fall,Online,BrandC,7416.921722,7292.965257,Profit,98.32873434,337.1328056,119.6277697,5.634384806,Yes,Medium
492.0703776,282.5756865,10,42.5741318,83,1.827366806,5,Chair,Wood,Brown,Rural,Winter,Online,BrandD,3633.914756,3351.33907,Profit,92.22393189,363.3914756,43.7821055,28.25756865,Yes,High
100.417506,76.88845461,3,23.4312246,24,12.86517046,9,Sofa,Plastic,Blue,Suburban,Summer,Retail,BrandA,480.6357235,403.7472689,Profit,84.00275908,160.2119078,20.02648848,25.62948487,No,Medium
229.0350196,195.2927204,12,14.73237553,11,11.97978439,9,Sofa,Wood,Green,Suburban,Spring,Retail,BrandA,7087.032094,6891.739373,Profit,97.24436523,590.5860078,644.2756449,16.27439337,Yes,Medium
486.261695,401.4821018,29,17.43497258,148,5.541417287,2,Desk,Wood,Blue,Suburban,Fall,Retail,BrandD,3585.318276,3183.836175,Profit,88.80205129,123.6316647,24.22512349,13.84421041,Yes,High
439.4782067,340.1797425,48,22.59462761,24,11.86440084,2,Sofa,Wood,Green,Suburban,Spring,Retail,BrandC,21677.14793,21336.96819,Profit,98.4306988,451.6072486,903.2144972,7.087077968,Yes,High
417.6824319,227.2913957,17,45.58272546,10,5.239501964,3,Desk,Wood,Blue,Urban,Spring,Online,BrandD,10264.40677,10037.11537,Profit,97.78563534,603.7886336,1026.440677,13.3700821,Yes,High
166.0562722,102.2366918,7,38.43250215,63,25.46373758,7,Chair,Glass,Red,Urban,Winter,Online,BrandA,-2008.099294,-2110.335986,Loss,105.091217,-286.8713277,-31.87459196,14.60524169,No,Medium
126.8994143,79.17543158,13,37.60772499,125,8.945846336,3,Table,Plastic,White,Rural,Winter,Online,BrandD,1345.337003,1266.161572,Profit,94.1148254,103.4874618,10.76269603,6.090417814,Yes,Medium
350.889449,210.5276266,2,40.00172214,49,17.9569305,1,Table,Wood,Brown,Urban,Spring,Retail,BrandA,-4305.268564,-4515.796191,Loss,104.8899999,-2152.634282,-87.86262376,105.2638133,No,Medium
468.2191951,330.5638117,4,29.39977361,189,15.08529186,6,Bed,Glass,Green,Urban,Spring,Retail,BrandA,-2404.727685,-2735.291497,Loss,113.7464135,-601.1819213,-12.72342691,82.64095293,No,High
300.5433019,214.6544957,10,28.5778474,88,1.556462328,3,Bed,Metal,Red,Rural,Spring,Retail,BrandB,4313.437582,4098.783086,Profit,95.02358637,431.3437582,49.01633616,21.46544957,Yes,Medium
307.2257103,197.470674,39,35.72456099,98,28.26701158,1,Chair,Wood,Black,Suburban,Spring,Retail,BrandC,21720.60223,21523.13155,Profit,99.09086004,556.9385186,221.6387982,5.063350616,Yes,Medium
175.9905921,112.9007215,24,35.84843365,115,15.81677935,4,Table,Glass,Black,Rural,Summer,Online,BrandD,6875.530116,6762.629395,Profit,98.3579343,286.4804215,59.7872184,4.704196729,Yes,Medium
396.2718199,329.4692038,17,16.85777608,95,9.751729302,1,Bed,Fabric,Blue,Rural,Spring,Online,BrandC,1838.111965,1508.642762,Profit,82.07567275,108.1242333,19.348547,19.3805414,Yes,Medium
134.1696869,109.4445131,6,18.42828607,176,4.743797089,1,Sofa,Metal,Black,Suburban,Fall,Online,BrandC,4645.805255,4536.360742,Profit,97.64422943,774.3008758,26.39662077,18.24075219,Yes,Medium
195.6556564,121.9166264,19,37.68816673,13,10.15579904,2,Desk,Plastic,White,Rural,Winter,Retail,BrandA,6244.362619,6122.445993,Profit,98.04757293,328.6506642,480.3355861,6.416664546,Yes,Medium
241.4463974,208.9755698,5,13.44846225,0,0.615348091,8,Bed,Wood,Green,Rural,Fall,Retail,BrandA,-7434.525164,-7643.500734,Loss,102.8108799,-1486.905033,56.80452473,41.79511396,No,Medium
278.4246704,245.327218,32,11.88739932,24,10.90674466,2,Chair,Wood,Blue,Rural,Winter,Retail,BrandD,6358.438257,6113.111039,Profit,96.14170637,198.7011955,264.9349274,7.666475563,Yes,Medium
159.0843796,100.3340436,10,36.93029832,186,15.94457782,2,Table,Glass,Green,Urban,Winter,Retail,BrandD,624.4542795,524.1202359,Profit,83.93252366,62.44542795,3.357281073,10.03340436,No,Medium
101.6765711,65.25297097,9,35.82300205,71,26.15598738,8,Chair,Plastic,Green,Suburban,Winter,Retail,BrandD,1266.14404,1200.891069,Profit,94.84632325,140.6826711,17.83301464,7.250330108,Yes,Medium
324.7790191,228.0772553,27,29.77463386,68,20.62123253,6,Desk,Fabric,Red,Suburban,Fall,Online,BrandA,6803.175428,6575.098172,Profit,96.64748825,251.9694603,100.0466975,8.447305752,Yes,Medium
179.883749,157.6588105,13,12.3551675,132,3.347469394,4,Desk,Metal,Black,Rural,Winter,Retail,BrandB,2999.043289,2841.384479,Profit,94.74302985,230.6956376,22.72002492,12.12760081,Yes,Medium
311.5571996,264.9880513,19,14.94722267,104,4.432389733,3,Chair,Plastic,Brown,Urban,Spring,Retail,BrandD,981.482644,716.4945927,Profit,73.0012494,51.65698126,9.437333115,13.94673954,No,Medium
119.4632219,64.63285065,21,45.8972815,146,12.84370103,1,Bed,Wood,Green,Suburban,Spring,Online,BrandA,560.8641873,496.2313367,Profit,88.47620296,26.70781844,3.84153553,3.077754793,No,Medium
266.5130458,175.1236696,24,34.29077027,22,5.871232549,3,Bed,Glass,White,Suburban,Summer,Online,BrandB,4691.833999,4516.710329,Profit,96.26747942,195.4930833,213.2651818,7.296819565,Yes,Medium
289.6652446,208.9495827,38,27.86515241,8,0.835493327,9,Table,Fabric,White,Rural,Summer,Retail,BrandC,16715.12525,16506.17567,Profit,98.74993708,439.8717171,2089.390656,5.49867323,Yes,Medium
73.32059157,51.416284,4,29.8747011,117,24.1504464,5,Table,Glass,Brown,Rural,Summer,Online,BrandA,-3265.042586,-3316.45887,Loss,101.5747508,-816.2606466,-27.90634689,12.854071,No,Low
201.4719252,116.3591488,24,42.24547728,93,0.585677121,6,Sofa,Metal,Black,Rural,Spring,Retail,BrandD,3584.575452,3468.216303,Profit,96.75389316,149.3573105,38.54382207,4.848297867,Yes,Medium
110.4866046,93.19840193,35,15.64732915,177,24.92068816,5,Sofa,Plastic,Black,Suburban,Fall,Retail,BrandD,1123.333316,1030.134914,Profit,91.70340623,32.09523761,6.346515912,2.662811484,Yes,Medium
78.51873671,60.5203824,3,22.92236868,143,4.323118891,1,Table,Glass,Blue,Rural,Summer,Online,BrandB,8162.25117,8101.730787,Profit,99.2585332,2720.75039,57.07867951,20.1734608,Yes,Low
495.4821046,413.8084943,4,16.48366501,32,29.24035232,1,Sofa,Glass,Blue,Rural,Spring,Retail,BrandB,4728.233786,4314.425291,Profit,91.24813804,1182.058446,147.7573058,103.4521236,Yes,High
195.0592302,164.5335748,37,15.64942883,129,18.11621735,4,Chair,Wood,Blue,Rural,Winter,Retail,BrandA,1241.220961,1076.687386,Profit,86.74421557,33.54651245,9.621867912,4.446853374,Yes,Medium
414.4435006,331.2822382,40,20.06576585,13,22.04948915,3,Bed,Glass,Black,Urban,Fall,Retail,BrandB,14909.66633,14578.38409,Profit,97.77807074,372.7416581,1146.89741,8.282055955,Yes,High
164.5882946,111.2097169,48,32.43157595,0,3.314508839,8,Sofa,Fabric,Green,Rural,Fall,Online,BrandA,2580.279892,2469.070175,Profit,95.69001343,53.75583108,56.80452473,2.316869101,Yes,Medium
356.676225,265.4451172,35,25.5781298,89,25.8631222,7,Sofa,Plastic,Red,Suburban,Spring,Online,BrandB,10557.86763,10292.42251,Profit,97.48580749,301.6533608,118.6277261,7.584146206,Yes,Medium
392.102537,221.2031415,31,43.58538376,185,25.17577029,7,Chair,Metal,Brown,Rural,Spring,Online,BrandC,15925.16793,15703.96479,Profit,98.61098393,513.7150945,86.0819888,7.13558521,Yes,Medium
318.0374333,244.7165004,44,23.0541833,88,19.58978195,8,Desk,Glass,Brown,Suburban,Winter,Online,BrandD,1470.723012,1226.006512,Profit,83.36080293,33.42552301,16.71276151,5.561738646,Yes,Medium
262.2092848,149.9053896,25,42.82986977,143,15.06824594,7,Table,Fabric,Brown,Urban,Winter,Retail,BrandD,526.4051155,376.4997258,Profit,71.5228091,21.05620462,3.681154654,5.996215585,No,Medium
235.3284114,182.9866276,40,22.24201638,89,21.64467519,2,Chair,Metal,Blue,Urban,Winter,Online,BrandC,8154.908721,7971.922094,Profit,97.75611679,203.872718,91.62818788,4.574665689,Yes,Medium
206.9907199,122.5052354,13,40.81607357,174,0.17784646,4,Desk,Fabric,Red,Rural,Fall,Retail,BrandD,706.0640522,583.5588168,Profit,82.64955778,54.3126194,4.057839381,9.423479647,No,Medium
468.2881149,256.1632082,4,45.29794799,171,17.77322266,6,Chair,Glass,White,Suburban,Fall,Online,BrandD,2609.944408,2353.781199,Profit,90.18510864,652.4861019,15.26283279,64.04080204,Yes,High
423.7787335,239.9069875,46,43.38862039,13,25.42218405,3,Bed,Glass,Black,Rural,Summer,Online,BrandD,14121.40913,13881.50214,Profit,98.30111156,306.9871549,1086.26224,5.215369294,Yes,High
484.2621098,242.5169411,14,49.92031459,151,10.70699662,3,Chair,Plastic,White,Rural,Summer,Retail,BrandD,-2350.168938,-2592.68588,Loss,110.319128,-167.8692099,-15.5640327,17.32263865,No,High
105.9337506,83.42238864,13,21.25041529,110,3.248680694,6,Chair,Wood,Blue,Suburban,Summer,Online,BrandC,4442.304887,4358.882498,Profit,98.12209223,341.7157605,40.38458988,6.417106819,Yes,Medium
378.8903638,300.4450619,27,20.70395804,182,12.62631749,1,Bed,Fabric,Green,Suburban,Fall,Online,BrandA,2264.219601,1963.774539,Profit,86.73074547,83.85998521,12.44076704,11.12759489,Yes,Medium
472.2532056,333.3981728,6,29.402666,142,21.81313347,1,Table,Wood,Blue,Suburban,Winter,Retail,BrandD,3243.035266,2909.637093,Profit,89.71956376,540.5058776,22.83827652,55.56636214,Yes,High
131.5548798,74.26866544,17,43.54548796,82,3.219036311,5,Desk,Wood,Red,Suburban,Summer,Online,BrandC,-108.067137,-182.3358024,Loss,168.724561,-6.356890411,-1.317891914,4.368745026,No,Medium
79.92332032,42.63283619,36,46.6578265,71,6.181456806,1,Sofa,Metal,Blue,Suburban,Winter,Retail,BrandD,14704.73585,14662.10302,Profit,99.71007411,408.4648848,207.1089557,1.18424545,Yes,Low
383.5042922,194.6865624,40,49.23484134,161,4.426555405,8,Table,Metal,Brown,Urban,Winter,Online,BrandC,14056.69613,13862.00957,Profit,98.6149906,351.4174032,87.30867161,4.86716406,Yes,Medium
308.5129009,174.7106308,49,43.37007292,129,23.90843267,2,Chair,Fabric,Green,Urban,Winter,Retail,BrandC,13257.86074,13083.15011,Profit,98.682211,270.5685866,102.7741143,3.565523078,Yes,Medium
428.8229495,367.219194,35,14.3657786,26,1.886778674,6,Sofa,Wood,Green,Urban,Summer,Online,BrandA,17495.46496,17128.24577,Profit,97.90106068,499.8704275,672.9024986,10.49197697,Yes,High
112.8975695,67.35635369,17,40.33852633,73,20.59759506,5,Bed,Plastic,Black,Suburban,Summer,Retail,BrandB,3212.045202,3144.688849,Profit,97.90300729,188.9438354,44.00061921,3.962138452,Yes,Medium
407.8702903,261.7338448,41,35.82914691,98,10.99370762,4,Table,Wood,Black,Suburban,Winter,Online,BrandA,14750.83348,14489.09963,Profit,98.22563352,359.7764263,150.518709,6.383752312,Yes,High
140.732294,76.29635169,2,45.78618062,71,22.67373729,1,Desk,Metal,Brown,Suburban,Summer,Retail,BrandA,-4735.228894,-4811.525246,Loss,101.6112495,-2367.614447,-66.69336471,38.14817584,No,Medium
123.6451743,72.82014806,13,41.10554781,22,28.93150256,3,Table,Wood,Green,Rural,Spring,Online,BrandD,583.2995661,510.479418,Profit,87.51582338,44.86919739,26.51361664,5.601549851,No,Medium
123.9196091,87.69664687,2,29.23101717,67,3.436358988,4,Table,Glass,Brown,Urban,Summer,Online,BrandC,-9090.106167,-9177.802814,Loss,100.9647483,-4545.053084,-135.6732264,43.84832343,No,Medium
416.5586241,309.5451606,28,25.68989268,141,9.431551232,2,Sofa,Glass,Green,Urban,Winter,Online,BrandB,13001.36918,12691.82402,Profit,97.61913414,464.3346136,92.20829205,11.05518431,Yes,High
